title,digital,status,existing_match,source_tmdbId,source_year,notes,tmdbId,tmdbTitle,tmdbOriginalTitle,tmdbYear,tmdbReleaseDate,tmdbOverview,tmdbPosterPath,tmdbBackdropPath,match_type,confidence,review
Operation Fortune: Ruse de Guerre,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,739405,Operation Fortune: Ruse de Guerre,Operation Fortune: Ruse de Guerre,2023,2023-01-04,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,/uo7vWfQUlVwueYTDRicXOJa8Oow.jpg,/sNnPbPopZxGO3s7Hd5qcqoMyLXl.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Operation Petticoat,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9660,Operation Petticoat,Operation Petticoat,1959,1959-12-05,"A World War II submarine commander finds himself stuck with a damaged sub, a con-man executive officer, and a group of army nurses.",/pIsm8JvpFZidVxKexv5UgoCjwpZ.jpg,/omMa8BHw4S5da4D69GjvVZ9oObG.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Out of Sight,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1389,Out of Sight,Out of Sight,1998,1998-06-26,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",/v49q7AMR3pB4M762woWB1NYMCLF.jpg,/rOvXN8m3l4qNKCdNscLUjxK6I9I.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Paranormal Activity,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,23827,Paranormal Activity,Paranormal Activity,2007,2007-09-14,"After a young, middle-class couple moves into what seems like a typical suburban house, they become increasingly disturbed by a presence that may or may not be demonic, but is certainly the most active in the middle of the night.",/tmclkEpjeo4Zu564gf3KrwIOuKw.jpg,/wfCdJ0MD1hYJzlaHulolNw5pYtR.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Passenger 57,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,10538,Passenger 57,Passenger 57,1992,1992-11-06,"Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself stuck on a flight being hijacked by notorious terrorist Charles Rane. Unfortunately for the terrorists, they're also stuck with him.",/4VBN8pQxGHjeZWcNv1V1xSw0OKC.jpg,/f3ugXLa0w4x3cVVNodBPB6HDmSk.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Pixie Hollow Games: Disney Fairies (Short),Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,,,,,,,,,NO_RESULT,REVIEW,No TMDB result found.
Plane,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,646389,Plane,Plane,2023,2023-01-11,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",/oJRsTQR47pyjSJCZYpOfbycpNBR.jpg,/6JU2ysRVOHqav0Hs6BUv4mvvDxZ.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Psycho,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,539,Psycho,Psycho,1960,1960-06-22,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,/mufF1aYvwdpKerhq5R1YrVcbJLY.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Psycho (1998),Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,,,,,,,,,NO_RESULT,REVIEW,No TMDB result found.
Puffs,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1247046,Puffs,Puffs,2024,2024-03-05,"Ella and Edik, siblings of a traditional Bukhari family, arrive early on holiday to their childhood home. There they find their homophobic father - dead and dressed in women's clothes.",/coNySuslX5Wvi52o8bHDrcGfgRm.jpg,/spaxwDtxBzWCPABvOZ6dIffTrAF.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Rango,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,44896,Rango,Rango,2011,2011-03-02,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging Western town of Dirt, the theater-loving lizard suddenly finds himself the newly appointed sheriff. Welcomed as the last hope the town has been waiting for, Rango is forced to play his new role to the hilt and uncover the truth behind a looming water crisis—before his act catches up with him.",/A5MP1guV8pbruieG0tnpPIbaJtt.jpg,/mOtKQlXdL5J4lwqcSFlkZmgmFeZ.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Ready Player One,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,333339,Ready Player One,Ready Player One,2018,2018-03-28,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,/5a7lMDn3nAj2ByO0X1fg6BhUphR.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Rocky,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1366,Rocky,Rocky,1976,1976-12-03,"Rocky Balboa is a Philadelphia club fighter who seems to be going nowhere. But when a stroke of fate puts him in the ring with a world heavyweight champion, Rocky knows that it's his one shot at the big time — a once-in-a-lifetime opportunity to go the distance and come out a winner!",/xSI0dbKLDETwhiVUy6hGE8KXUln.jpg,/bacOuUnRBoAO1NjMfsAGX2EKRrS.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Rocky II,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1367,Rocky II,Rocky II,1979,1979-06-15,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",/nMaiiu0CzT77U4JZkUYV7KqdAjK.jpg,/78jvhi792WFjk1zSwqpfDOudO78.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Rocky III,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1371,Rocky III,Rocky III,1982,1982-05-28,Following Rocky Balboa's intense battle with his most powerful adversary yet – the ferocious Clubber Lang – Rocky joins forces with former rival Apollo Creed in an effort to get back his fighting spirit.,/uqw16i2kmwVqkJHzjzbDU4xZ0Pl.jpg,/ljOHSIyTbxdkQFjcJyWKfGm2i2r.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Rocky IV,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1374,Rocky IV,Rocky IV,1985,1985-11-21,"Rocky Balboa holds the world heavyweight championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union. This time, Rocky's training regimen takes him to Siberia, where he prepares for a globally televised match in the heart of Moscow. But nothing can truly prepare him for what he's about to face – a fight to the finish, in which he must defend not only himself, but also the honor of his country!",/2MHUit4H6OK5adcOjnCN6suCKOl.jpg,/uiUb4KJ6tadldqlJme49TW1r3jA.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Rocky IV: Rocky vs. Drago The Ultimate Director's Cut,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1374,Rocky IV,Rocky IV,1985,1985-11-21,"Rocky Balboa holds the world heavyweight championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union. This time, Rocky's training regimen takes him to Siberia, where he prepares for a globally televised match in the heart of Moscow. But nothing can truly prepare him for what he's about to face – a fight to the finish, in which he must defend not only himself, but also the honor of his country!",/2MHUit4H6OK5adcOjnCN6suCKOl.jpg,/uiUb4KJ6tadldqlJme49TW1r3jA.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Rocky V,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1375,Rocky V,Rocky V,1990,1990-11-16,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",/tevHaVxtrMTaUi8f3YjLWYSSY8A.jpg,/2TIzE3Ekpbl8Eb0Y6pYxVLXQF4A.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Roger Corman's Death Race 2050,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,401544,Death Race 2050,Death Race 2050,2017,2017-01-17,"The year 2050 the planet has become overpopulated, to help control population the government develops a race. The Death Race. Annually competitors race across the country scoring points for killing people with their vehicles.",/5mI8yqZZBlZpvd0aT5YXbR8oEvT.jpg,/wZobkwdTb8cMwxhf6eK2NNlfZkx.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Schindler's List,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,424,Schindler's List,Schindler's List,1993,1993-12-15,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Shelter,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1290821,Shelter,Shelter,2026,2026-01-28,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",/buPFnHZ3xQy6vZEHxbHgL1Pc6CR.jpg,/nHxWyy18SvAZ8jJeemtS8k1UNjM.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Skyfall,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,37724,Skyfall,Skyfall,2012,2012-10-24,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,/wkA622CCN2X0uwpgqYEOnUYEDf5.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Sneakers,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,2322,Sneakers,Sneakers,1992,1992-09-09,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers.",/l2pIGwCvpZEpBuMb55YBl6A04Jv.jpg,/smK3ud9IKSLVuRXdKauJ9p0DwNB.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
So I Married An Axe Murderer,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,10442,So I Married an Axe Murderer,So I Married an Axe Murderer,1993,1993-07-30,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",/zQlpQDKDADKlgqfMs1E191ofDJU.jpg,/iVweNwFhEtlJlPxOkaDh8VboE9b.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Son-In-Law,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,13203,Son in Law,Son in Law,1993,1993-07-02,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",/gj4afHL9bMQ18opZzMp77tlPkAq.jpg,/pV1Kdxjk05NfTUtfXB3ZZyD95s0.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Soul Survivors,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,14033,Soul Survivors,Soul Survivors,2001,2001-09-06,A college freshman involved in a fatal car crash discovers she may not have survived after all when she becomes caught between the worlds of the living and the dead.,/uWmHhtuEgX7oI0FuWR2oD08HRHD.jpg,/x5IFsaNFSC8i9OTqTYNZHsBZAud.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Spectre,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,206647,Spectre,Spectre,2015,2015-10-26,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg,/8lBViysvNJBPkl6zG1LVAaW3qhj.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Spider-Man: Homecoming,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,315635,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,2017-07-05,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,/fn4n6uOYcB6Uh89nbNPoU2w80RV.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Spider-Man: Into The Spider-Verse,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,324857,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018,2018-12-06,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Spider-Man: No Way Home,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,634649,Spider-Man: No Way Home,Spider-Man: No Way Home,2021,2021-12-15,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,/uyrOU4BDm2kbVxFsMiDFIHDhc4d.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Spy Game,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1535,Spy Game,Spy Game,2001,2001-11-18,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg,/7Hfatv0lZkMyxw8UBZmiK2qSXDR.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Street Fighter,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,11667,Street Fighter,Street Fighter,1994,1994-12-23,Colonel Guile and various other martial arts heroes fight against the tyranny of dictator M. Bison and his cohorts.,/6yh95dD2Y6uWAlPfWCZZygBM1ec.jpg,/vmXRiIs6alZFDtlHlUT3Tx5rHww.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Sudden Death,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9091,Sudden Death,Sudden Death,1995,1995-10-27,When a man's daughter is suddenly taken during a championship hockey game – with the captors demanding a billion dollars by game's end – he frantically sets a plan in motion to rescue her and abort an impending explosion before the final buzzer.,/4Snihptli0we9I4W5QfufOdHSeV.jpg,/wPSHboBNEInknw4VnCWOD2D8qc2.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Sunset Boulevard,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,599,Sunset Boulevard,Sunset Boulevard,1950,1950-08-10,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,/zt8aQ6ksqK6p1AopC5zVTDS9pKT.jpg,/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Teen Witch,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,25199,Teen Witch,Teen Witch,1989,1989-04-28,Louise is not very popular at her highschool. Then she learns that she's descended from the witches of Salem and has inherited their powers. At first she uses them to get back at the girls and teachers who teased her and to win the heart of the handsome footballer's captain. But soon she has doubts if it's right to 'cheat' her way to popularity.,/8UNA7PZ9gpoIgELB13bKCwOuICp.jpg,/vRfo7aDU9k10G1FUSixOCPbcBmr.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
That Touch of Mink,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,12708,That Touch of Mink,That Touch of Mink,1962,1962-06-14,"Cathy Timberlake is en route to a job interview when a car transporting businessman Philip Shayne covers her in mud. He sends his assistant, Roger, to apologize, but upon meeting Cathy, Roger knows that she would be a suitable match for his boss. Despite their mutual attraction, Cathy and Philip want different things. Philip wants a fling, while Cathy wants a marriage. As they travel to exotic locales, their differing motivations are put to the test.",/eEG29x9cljGKL2GPmRK9IByyL9e.jpg,/aJaWmyx0sIfVLaLneDdCWqwUiFU.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Addams Family,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,481084,The Addams Family,The Addams Family,2019,2019-10-10,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg,/grY5sfuT9YeXWlp4JYCmRZVqjk0.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The American President,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9087,The American President,The American President,1995,1995-11-17,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg,/62BnXyJtVEq4WKNSpnPG7QPYYDI.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Conversation,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,592,The Conversation,The Conversation,1974,1974-04-12,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",/dHqVBwcv1SGymOpUueRoKzcmdes.jpg,/s7yfiwIshKQIT6M8ZcTnFKXHs8B.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Expendables 3,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,138103,The Expendables 3,The Expendables 3,2014,2014-08-07,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",/utS5euWHlEdKBNnEFwjpZ2oGuhF.jpg,/xSfBWkAarrPwwfiGBAMt8wqxUUH.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Fall Guy,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,746036,The Fall Guy,The Fall Guy,2024,2024-04-24,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",/e7olqFmzcIX5c23kX4zSmLPJi8c.jpg,/2rjI2uXmjitMAaXVO21r9ao7v2j.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Fate of the Furious,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,337339,The Fate of the Furious,The Fate of the Furious,2017,2017-04-12,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,/3IJ8kG8i84PncXkSovu0PaZQfjM.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Final Destination 4,Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,19912,The Final Destination,The Final Destination,2009,2009-08-26,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,/5vxXrr1MqGsT4NNeRITpfDnl4Rq.jpg,/vMaKc5PwdKIIBt5q7JQjfgyESYT.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Fugitive,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,5503,The Fugitive,The Fugitive,1993,1993-08-06,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,/7WVRxZ7KZmzoHnUkAjnEFT4o6Dw.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Grass Is Greener,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,25767,The Grass Is Greener,The Grass Is Greener,1960,1960-12-23,"Victor and Hillary are down on their luck to the point that they allow tourists to take guided tours of their castle. But Charles Delacro, a millionaire oil tycoon, visits, and takes a liking to more than the house. Soon, Hattie Durant gets involved and they have a good old fashioned love triangle.",/3peOV81MRImLDX8bnGUHOJSB0lN.jpg,/gTjkmraoxRI2vKOzB14kLTPmmDA.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Great Outdoors,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,2617,The Great Outdoors,The Great Outdoors,1988,1988-06-17,"It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family.",/zxIoPZiqKOxrWvieumpxA6bOgkt.jpg,/lLvTqn3P1MFiCSAWEjSoR3MxRsX.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Hangover Part 2,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,45243,The Hangover Part II,The Hangover Part II,2011,2011-05-25,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",/cKZu0Fdkj7dmwbfMpgDqVVCkLJQ.jpg,/aGmsekNU5cMOkJMpbdRutkvmVMl.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Hangover Part 3,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,109439,The Hangover Part III,The Hangover Part III,2013,2013-05-23,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,/o8ZS811VjYbBi4pRYwILLdWCVey.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Hangover Part II,Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,45243,The Hangover Part II,The Hangover Part II,2011,2011-05-25,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",/cKZu0Fdkj7dmwbfMpgDqVVCkLJQ.jpg,/aGmsekNU5cMOkJMpbdRutkvmVMl.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
The Hangover Part III,Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,109439,The Hangover Part III,The Hangover Part III,2013,2013-05-23,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,/o8ZS811VjYbBi4pRYwILLdWCVey.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
